Claim_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Income,Location_City,Location_State,Location_Zipcode,Policy_Number,Policy_Type,Policy_Start_Date,Policy_End_Date,Policy_Premium,Agent_ID,Agent_Name,Claim_Date,Claim_Amount,Claim_Status,Claim_Reason,Previous_Claims,Accident_Type,Fraud_Flag,Policy_Age_Days,Days_Since_Policy_Start,Customer_Lifetime_Days,Claim_to_Premium_Ratio,Premium_to_Claim_Ratio,Claim_Frequency,Customer_Value_Index,Indicator_Claim_Before_Policy,Indicator_Recent_Policy_High_Claim,Indicator_Claim_Exceeds_Premium,Indicator_Extreme_Claim,Indicator_Repeat_Claimant,Risk_Score,Customer_Segment,Rule_Fraud,ML_IsoForest,ML_LOF,ML_DBSCAN,ML_OCSVM,Fraud_Probability,Fraud_Risk_Score,Suspicious_Flag
CLM00509,C00569,William Hernandez,35.0,Female,50322.28331891357,New York,NY,10001,P00185,Auto,2022-10-19,2023-10-19,78707.0,A011,Agent Karen Jackson,2023-05-09,244297.0,Pending,Natural Disaster,1,Single Vehicle,1,202,202,365,3.103878943423076,0.3221775134365137,3,21.40654346207416,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00510,C00663,Michael Jackson,40.0,Female,68483.31892803832,New York,NY,10001,P00842,Auto,2023-08-02,2024-08-01,51196.0,A025,Agent Jane Johnson,2024-02-23,162084.0,Approved,Natural Disaster,2,Single Vehicle,0,205,205,365,3.1659504648800687,0.3158609116260704,1,20.8791498704592,0,0,1,1,0,15,Dormant,0,0,0,0,0,0.0,0,0
CLM00511,C00399,Mary Anderson,52.0,Male,48525.99992122842,New York,NY,10001,P00901,Auto,2022-12-06,2023-12-06,66755.0,A025,Agent Linda Anderson,2023-03-09,265545.0,Pending,Theft,1,Theft,1,93,93,365,3.977904276833196,0.2513886535238848,3,21.20549231401729,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00512,C00555,Thomas Smith,44.0,Female,102845.4071722373,Los Angeles,CA,90001,P00279,Home,2024-08-18,2025-08-18,37119.0,A075,Agent Michael Martinez,2024-12-29,262257.0,Pending,Fire,0,Fire,0,133,133,365,7.065303483391255,0.1415367368649835,7,22.062866485634828,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM00513,C00367,Linda Rodriguez,70.0,Male,68726.47339348064,Chicago,IL,60601,P00792,Auto,2024-10-27,2025-10-27,30171.0,A070,Agent Susan Rodriguez,2025-10-27,247491.0,Approved,Theft,3,Theft,0,365,365,365,8.202943223625336,0.1219074633016958,6,20.066231869699287,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00514,C00631,Robert Lopez,45.0,Male,62400.62653436523,New York,NY,10001,P00594,Home,2023-09-22,2024-09-21,21735.0,A037,Agent Joseph Martinez,2023-11-17,331967.0,Rejected,Fire,1,Fire,1,56,56,365,15.27338394294916,0.0654733753656237,2,20.33486255925952,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00515,C00398,Elizabeth Wilson,54.0,Male,39544.14869603189,New York,NY,10001,P00788,Auto,2025-03-10,2026-03-10,58236.0,A032,Agent John Miller,2025-05-27,287203.0,Pending,Natural Disaster,5,Single Vehicle,0,78,78,365,4.931708908578886,0.2027694696782415,4,19.76567254781816,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00516,C00326,Sarah Williams,41.0,Male,26628.31852244821,Chicago,IL,60601,P00896,Auto,2023-09-05,2024-09-04,28419.0,A052,Agent Elizabeth Taylor,2024-08-03,105786.0,Pending,Collision,6,Multi Vehicle,0,333,333,365,3.722368837749393,0.2686461346491974,5,18.49863360932408,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00517,C00668,Thomas Smith,50.0,Male,72943.91879405481,New York,NY,10001,P00406,Home,2021-12-09,2022-12-09,9857.0,A023,Agent Mary Wilson,2022-07-02,267554.0,Rejected,Fire,1,Fire,0,205,205,365,27.14355280511312,0.0368411610366505,3,19.700236153075487,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM00518,C00119,Michael Thomas,37.0,Male,91479.73526580066,New York,NY,10001,P00355,Auto,2021-11-19,2022-11-19,60390.0,A016,Agent Joseph Williams,2022-04-15,73953.0,Pending,Collision,7,Multi Vehicle,0,147,147,365,1.2245901639344263,0.8165997322623829,4,20.35301002130026,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00519,C00478,Mary Brown,26.0,Female,30712.5023958036,Chicago,IL,60601,P00880,Auto,2023-06-23,2024-06-22,9424.0,A061,Agent Barbara Jones,2024-01-27,5943.0,Approved,Natural Disaster,5,Single Vehicle,0,218,218,365,0.6306239388794567,1.585731112232879,2,17.691680552230256,0,0,0,0,1,20,At Risk,0,1,0,0,1,0.35,35,0
CLM00520,C00442,Joseph Jones,48.0,Male,80941.9660522431,Los Angeles,CA,90001,P00203,Auto,2023-10-12,2024-10-11,58948.0,A072,Agent Charles Jackson,2023-12-16,4631.0,Rejected,Natural Disaster,7,Single Vehicle,0,65,65,365,0.0785607654203704,12.729000215936082,4,20.206457146707525,0,0,0,0,1,20,VIP,0,0,0,0,1,0.15,15,0
CLM00521,C00264,John Martin,70.0,Male,50822.3147426212,Los Angeles,CA,90001,P00605,Auto,2024-08-26,2025-08-26,29846.0,A038,Agent Susan Miller,2025-05-08,305081.0,Pending,Theft,7,Theft,0,255,255,365,10.221838772364809,0.0978297566875682,3,19.06045537378997,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00522,C00506,Michael Wilson,61.0,Female,59229.83060998585,New York,NY,10001,P00632,Health,2023-10-11,2024-10-10,24511.0,A067,Agent Robert Brown,2024-02-29,208332.0,Approved,Medical Procedure,3,Medical Treatment,0,141,141,365,8.499530822895842,0.117653552982739,3,19.70976350639719,0,0,1,1,1,35,At Risk,0,0,0,0,0,0.0,0,0
CLM00523,C00398,Michael Brown,42.0,Female,77673.19874973345,Chicago,IL,60601,P01161,Auto,2022-05-03,2023-05-03,5042.0,A075,Agent Jessica Hernandez,2022-11-28,65792.0,Rejected,Theft,7,Theft,0,209,209,365,13.048790162633876,0.0766354571984435,4,17.706382130912562,0,0,1,1,1,35,VIP,0,1,1,0,0,0.35,35,0
CLM00524,C00014,Michael Davis,54.0,Female,28472.15686031501,Los Angeles,CA,90001,P01199,Home,2021-01-09,2022-01-09,22259.0,A067,Agent Robert Davis,2022-01-04,279136.0,Rejected,Fire,1,Fire,0,360,360,365,12.540365694775147,0.0797424911154419,4,19.57403645924461,0,0,1,1,0,25,High Fraud Risk,0,0,1,0,0,0.15,15,0
CLM00525,C00232,Karen Martin,67.0,Female,87601.82708294904,Los Angeles,CA,90001,P00445,Auto,2024-11-30,2025-11-30,36285.0,A059,Agent Barbara Miller,2025-01-12,303827.0,Rejected,Collision,6,Multi Vehicle,0,43,43,365,8.37334986909191,0.1194265157474483,7,19.9338066986774,0,0,1,1,1,35,High Fraud Risk,0,0,1,0,0,0.15,15,0
CLM00526,C00046,Charles Martin,35.0,Male,67916.07066874819,Chicago,IL,60601,P01084,Auto,2023-07-29,2024-07-28,48818.0,A059,Agent Barbara Johnson,2024-03-15,81036.0,Approved,Theft,0,Theft,0,230,230,365,1.6599614896144863,0.6024236141961598,4,21.921882343559545,0,0,1,1,0,25,High Value,0,0,0,0,0,0.0,0,0
CLM00527,C00479,Elizabeth Thomas,52.0,Female,65213.47531647814,Los Angeles,CA,90001,P00168,Health,2023-06-13,2024-06-12,19199.0,A004,Agent Elizabeth Thomas,2023-09-08,241509.0,Rejected,Medical Procedure,1,Medical Treatment,0,87,87,365,12.579248919214542,0.0794960022193789,5,20.254887697556786,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM00528,C00676,Nancy Williams,36.0,Male,46567.53264123897,New York,NY,10001,P00492,Auto,2022-11-16,2023-11-16,79713.0,A049,Agent Richard Jones,2023-06-18,118377.0,Pending,Natural Disaster,6,Single Vehicle,1,214,214,365,1.4850400812916338,0.6733824982893637,4,20.088936668827785,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00529,C00458,Joseph Jackson,44.0,Female,83454.58038518729,New York,NY,10001,P00882,Auto,2023-05-23,2024-05-22,44098.0,A004,Agent Karen Garcia,2023-12-26,232086.0,Pending,Collision,4,Multi Vehicle,0,217,217,365,5.262959771418205,0.1900071525210482,1,20.416789613220192,0,0,1,1,1,25,Dormant,0,0,0,0,0,0.0,0,0
CLM00530,C00698,Sarah Williams,53.0,Male,52587.71335827788,Houston,TX,77001,P00948,Health,2022-06-23,2023-06-23,77443.0,A060,Agent Robert Smith,2023-05-19,167666.0,Pending,Medical Procedure,1,Medical Treatment,0,330,330,365,2.165024598737136,0.4618885164553338,2,21.4343880658964,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00531,C00219,William Miller,56.0,Male,15000.0,Chicago,IL,60601,P00568,Auto,2022-11-09,2023-11-09,54520.0,A064,Agent Joseph Taylor,2023-01-08,235893.0,Rejected,Property Damage,1,Single Vehicle,0,60,60,365,4.326724137931034,0.231121737397888,4,19.828981187780457,0,0,1,1,0,25,High Fraud Risk,0,0,1,0,1,0.3,30,0
CLM00532,C00313,Barbara Taylor,62.0,Female,25205.72442443801,Chicago,IL,60601,P00788,Auto,2023-06-23,2024-06-22,46021.0,A078,Agent Joseph Williams,2024-02-24,259785.0,Pending,Property Damage,2,Single Vehicle,0,246,246,365,5.644922969948502,0.177150335854649,5,19.773067214356708,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00533,C00110,Karen Moore,39.0,Male,37606.60210747713,New York,NY,10001,P00277,Auto,2023-02-18,2024-02-18,76163.0,A041,Agent Robert Martinez,2023-08-09,280302.0,Approved,Theft,6,Theft,0,172,172,365,3.68029095492562,0.2717176473945958,6,19.829655814763417,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00534,C00239,Robert Taylor,25.0,Male,83216.5357475704,Los Angeles,CA,90001,P00731,Health,2021-11-30,2022-11-30,8995.0,A058,Agent Karen Hernandez,2022-03-19,285882.0,Approved,Medical Procedure,1,Medical Treatment,0,109,109,365,31.782323513062813,0.0314640306140295,4,19.74047832252431,0,0,1,1,0,25,High Fraud Risk,0,1,1,0,1,0.5,50,1
CLM00535,C00531,Joseph Jackson,37.0,Male,66930.07763461431,Chicago,IL,60601,P00556,Auto,2023-01-25,2024-01-25,50341.0,A044,Agent Jessica Davis,2023-08-01,135927.0,Pending,Collision,4,Multi Vehicle,0,188,188,365,2.700125146500864,0.370353204293481,1,20.328540958491907,0,0,1,1,1,25,Dormant,0,0,0,0,0,0.0,0,0
CLM00536,C00125,Jane Davis,44.0,Male,69540.81654446243,Los Angeles,CA,90001,P00694,Auto,2022-01-24,2023-01-24,69733.0,A003,Agent Mary Anderson,2022-10-03,214495.0,Pending,Theft,5,Theft,0,252,252,365,3.075946825749645,0.3251031492575584,3,20.51033862196396,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00537,C00625,Nancy Martin,46.0,Male,34340.15551622861,New York,NY,10001,P00939,Auto,2023-09-13,2024-09-12,9823.0,A007,Agent Linda Brown,2024-03-19,126414.0,Rejected,Property Damage,5,Single Vehicle,0,188,188,365,12.869184566832944,0.0777050010283671,4,17.844793065394644,0,0,1,1,1,35,At Risk,0,0,0,0,0,0.0,0,0
CLM00538,C00333,John Jones,59.0,Male,50124.86833677375,Los Angeles,CA,90001,P00415,Auto,2024-02-27,2025-02-26,74446.0,A037,Agent Sarah Lopez,2024-06-19,313043.0,Pending,Collision,5,Multi Vehicle,0,113,113,365,4.204967358891008,0.2378139744380165,3,20.24834237962249,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00539,C00412,Charles Taylor,21.0,Female,51437.69678068175,Chicago,IL,60601,P00056,Home,2025-04-20,2026-04-20,23545.0,A070,Agent Susan Jones,2025-08-13,58018.0,Rejected,Fire,3,Fire,0,115,115,365,2.4641325122106603,0.4058223310007239,5,19.52850098789952,0,0,1,1,1,45,VIP,0,0,0,0,0,0.0,0,0
CLM00540,C00231,William Brown,67.0,Male,77004.43484226985,Los Angeles,CA,90001,P00221,Health,2023-11-17,2024-11-16,14027.0,A002,Agent Jessica Rodriguez,2024-06-05,258602.0,Approved,Medical Procedure,3,Medical Treatment,0,201,201,365,18.43601625436657,0.0542416531968043,4,19.41406325983443,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00541,C00424,Charles Williams,39.0,Female,53014.84591363143,Houston,TX,77001,P00603,Home,2023-05-28,2024-05-27,76012.0,A053,Agent Robert Thomas,2024-04-17,21843.0,Pending,Fire,5,Fire,0,325,325,365,0.2873625217070988,3.4799249187382686,4,20.3252142986904,0,0,0,0,1,20,High Value,0,0,0,0,0,0.0,0,0
CLM00542,C00487,Thomas Taylor,40.0,Female,101534.9596712168,Chicago,IL,60601,P00109,Auto,2025-08-22,2026-08-22,63085.0,A008,Agent Sarah Jackson,2025-10-19,131507.0,Pending,Theft,5,Theft,0,58,58,365,2.0846001426646588,0.4797083045009011,1,20.788637282490296,0,0,1,1,1,25,Regular,0,0,0,0,0,0.0,0,0
CLM00543,C00545,Linda Lopez,50.0,Male,68600.8329438214,Houston,TX,77001,P00095,Auto,2025-07-14,2026-07-14,17325.0,A019,Agent Mary Jackson,2025-12-21,274841.0,Rejected,Collision,2,Multi Vehicle,0,160,160,365,15.863838383838385,0.0630364465272648,4,19.79735349359264,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM00544,C00334,Mary Davis,60.0,Male,64775.78318053027,Houston,TX,77001,P00660,Home,2023-03-25,2024-03-24,44830.0,A080,Agent John Davis,2023-05-16,270624.0,Pending,Fire,7,Fire,1,52,52,365,6.036671871514611,0.1656541917937803,2,19.70987839436573,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00545,C00313,Jane Thomas,41.0,Female,56073.00301830043,New York,NY,10001,P00678,Home,2024-10-30,2025-10-30,6962.0,A003,Agent Michael Garcia,2025-06-13,65448.0,Rejected,Fire,1,Fire,0,226,226,365,9.400746911806952,0.106374526341523,5,19.08948463899699,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00546,C00186,Jane Moore,43.0,Female,59255.55526980317,New York,NY,10001,P00095,Health,2024-04-20,2025-04-20,36173.0,A028,Agent Richard Davis,2024-09-11,120580.0,Rejected,Medical Procedure,1,Medical Treatment,0,144,144,365,3.333425483095126,0.2999917067507049,3,20.79253589797427,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00547,C00117,Jessica Hernandez,55.0,Female,61038.91771614599,Houston,TX,77001,P00340,Auto,2025-03-25,2026-03-25,26396.0,A015,Agent Christopher Lopez,2025-06-02,234815.0,Approved,Collision,4,Multi Vehicle,1,69,69,365,8.895855432641309,0.1124118987287864,4,19.59079678824212,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00548,C00646,Mary Taylor,55.0,Male,58385.66839782835,Houston,TX,77001,P00934,Auto,2025-01-12,2026-01-12,79572.0,A050,Agent Elizabeth Taylor,2025-05-13,126482.0,Pending,Natural Disaster,1,Single Vehicle,0,121,121,365,1.5895289800432313,0.6291171866352524,5,21.56609610558043,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM00549,C00127,Jane Gonzalez,46.0,Male,20035.98630935785,New York,NY,10001,P00950,Auto,2022-09-18,2023-09-18,76803.0,A071,Agent Barbara Martinez,2023-06-13,174287.0,Pending,Property Damage,3,Single Vehicle,0,268,268,365,2.269273335676992,0.4406696999776231,5,19.76798987352745,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00550,C00241,Richard Williams,58.0,Female,66929.76951795985,New York,NY,10001,P00656,Auto,2025-06-06,2026-06-06,67908.0,A011,Agent Susan Miller,2025-07-10,64710.0,Rejected,Property Damage,6,Single Vehicle,1,34,34,365,0.9529068740060082,1.049420491423273,7,20.29139811187583,0,0,0,1,1,20,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00551,C00356,Barbara Jackson,59.0,Female,15000.0,Los Angeles,CA,90001,P00013,Auto,2025-01-03,2026-01-03,12997.0,A015,Agent Elizabeth Anderson,2025-12-17,66010.0,Rejected,Natural Disaster,0,Single Vehicle,0,348,348,365,5.078864353312303,0.1968944099378882,6,19.088279325795323,0,0,1,1,0,25,High Fraud Risk,0,1,1,0,1,0.5,50,1
CLM00552,C00150,Susan Jackson,76.0,Female,57208.20743689653,New York,NY,10001,P00224,Auto,2021-10-26,2022-10-26,63534.0,A034,Agent Karen Davis,2022-03-05,50118.0,Approved,Natural Disaster,6,Single Vehicle,0,130,130,365,0.7888374728491832,1.267688255716509,2,20.067872981262788,0,0,0,1,1,30,At Risk,0,0,0,0,0,0.0,0,0
CLM00553,C00396,Michael Smith,61.0,Female,39201.88145748938,Los Angeles,CA,90001,P00818,Auto,2023-08-10,2024-08-09,79650.0,A070,Agent Elizabeth Moore,2023-09-21,40210.0,Approved,Collision,5,Multi Vehicle,0,42,42,365,0.5048336472065286,1.9808505346928624,6,20.07011786902301,0,0,0,0,1,20,High Fraud Risk,0,0,0,0,1,0.15,15,0
CLM00554,C00327,Susan Smith,54.0,Female,38931.68873652688,Houston,TX,77001,P01153,Home,2022-04-04,2023-04-04,54001.0,A032,Agent Joseph Martinez,2022-05-04,39387.0,Pending,Fire,1,Fire,0,30,30,365,0.7293753819373715,1.3710361286718968,4,20.77317448274447,0,1,0,0,0,30,High Fraud Risk,1,0,0,0,0,0.4,40,0
CLM00555,C00516,Mary Miller,35.0,Male,98280.62707733572,Los Angeles,CA,90001,P00525,Health,2021-12-01,2022-12-01,70585.0,A065,Agent Sarah Johnson,2022-08-02,219248.0,Pending,Medical Procedure,7,Medical Treatment,0,244,244,365,3.106155698802862,0.3219413632051375,4,20.58071360292471,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00556,C00110,Michael Rodriguez,42.0,Male,64348.65746359446,Los Angeles,CA,90001,P00420,Home,2025-08-26,2026-08-26,34230.0,A021,Agent Elizabeth Taylor,2025-10-17,216707.0,Rejected,Fire,6,Fire,0,52,52,365,6.330908559742916,0.1579552114144905,6,19.56701893541693,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00557,C00697,Jessica Lopez,58.0,Female,69913.63775945209,Houston,TX,77001,P00809,Health,2024-02-22,2025-02-21,26246.0,A032,Agent Christopher Brown,2024-05-05,33196.0,Pending,Medical Procedure,2,Medical Treatment,0,73,73,365,1.264802255581803,0.7906374261959273,2,20.231672601469484,0,0,1,0,0,25,At Risk,0,0,0,0,0,0.0,0,0
CLM00558,C00081,Charles Jones,47.0,Female,67299.2200493245,Houston,TX,77001,P00948,Auto,2023-05-02,2024-05-01,72646.0,A059,Agent Christopher Jackson,2023-07-09,106630.0,Pending,Collision,5,Multi Vehicle,1,68,68,365,1.4678027695950224,0.681290443589984,6,20.518498067384765,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00559,C00047,Jane Wilson,81.0,Male,58847.62405932829,Chicago,IL,60601,P00218,Auto,2025-02-08,2026-02-08,41603.0,A071,Agent Barbara Rodriguez,2025-07-09,337975.0,Approved,Property Damage,7,Single Vehicle,1,151,151,365,8.123813186549047,0.1230949034691915,2,19.539192759671373,0,0,1,1,1,45,High Fraud Risk,0,1,1,0,1,0.5,50,1
CLM00560,C00313,Richard Gonzalez,48.0,Female,81013.08792015223,Los Angeles,CA,90001,P00404,Auto,2022-05-14,2023-05-14,30032.0,A028,Agent Thomas Rodriguez,2022-11-22,88591.0,Pending,Natural Disaster,1,Single Vehicle,0,192,192,365,2.949886787426745,0.3389960605479112,5,20.91923757895157,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00561,C00216,Elizabeth Williams,61.0,Male,83740.6061112076,Chicago,IL,60601,P00599,Auto,2022-06-04,2023-06-04,33425.0,A003,Agent Christopher Brown,2022-09-11,166630.0,Rejected,Theft,6,Theft,0,99,99,365,4.985190725504862,0.2005941307087559,3,19.806628532975623,0,0,1,1,1,35,High Value,0,0,0,0,0,0.0,0,0
CLM00562,C00340,Michael Brown,54.0,Male,37139.90174539033,New York,NY,10001,P00063,Health,2022-03-27,2023-03-27,48051.0,A035,Agent Thomas Hernandez,2022-12-12,267599.0,Approved,Medical Procedure,7,Medical Treatment,1,260,260,365,5.569062038251025,0.1795634512834502,3,19.223023878022627,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00563,C00590,Jessica Brown,69.0,Female,37073.09213962624,New York,NY,10001,P00459,Home,2025-07-21,2026-07-21,51709.0,A040,Agent Thomas Martinez,2025-12-04,299528.0,Pending,Fire,1,Fire,0,136,136,365,5.7925699588079445,0.1726349456478192,2,20.680886653265325,0,0,1,1,0,25,Regular,0,0,1,0,0,0.15,15,0
CLM00564,C00577,Thomas Rodriguez,49.0,Male,44914.48299961284,Los Angeles,CA,90001,P00972,Auto,2022-12-17,2023-12-17,70828.0,A047,Agent Linda Martinez,2023-03-03,147098.0,Pending,Natural Disaster,0,Single Vehicle,0,76,76,365,2.076834020443892,0.4815021278331453,4,21.8805252649977,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00565,C00248,Nancy Johnson,44.0,Male,66575.2482060696,New York,NY,10001,P01160,Auto,2024-03-12,2025-03-12,60900.0,A013,Agent Michael Williams,2024-09-25,102999.0,Pending,Theft,5,Theft,0,197,197,365,1.69128078817734,0.5912678763871494,2,20.33131712484232,0,0,1,1,1,35,At Risk,0,0,0,0,0,0.0,0,0
CLM00566,C00521,Elizabeth Lopez,49.0,Female,68438.41508470569,Houston,TX,77001,P00909,Auto,2021-05-04,2022-05-04,74217.0,A068,Agent Jane Martinez,2022-02-20,252135.0,Pending,Theft,1,Theft,0,292,292,365,3.397267472411981,0.294354215003867,5,21.655290903263893,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00567,C00510,William Garcia,69.0,Male,69070.6860302796,Los Angeles,CA,90001,P00551,Auto,2023-12-12,2024-12-11,74007.0,A078,Agent Thomas Moore,2024-08-05,157160.0,Pending,Theft,1,Theft,0,237,237,365,2.123582904319861,0.4709022652074319,5,21.6616534765636,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM00568,C00325,Karen Davis,41.0,Male,79281.74336576715,New York,NY,10001,P00192,Auto,2022-08-17,2023-08-17,21380.0,A024,Agent Mary Jones,2023-05-10,252251.0,Approved,Theft,1,Theft,0,266,266,365,11.79845650140318,0.0847568493286448,2,20.55782716394302,0,0,1,1,0,25,At Risk,0,0,0,0,0,0.0,0,0
CLM00569,C00555,Mary Smith,62.0,Male,35447.84369726015,Los Angeles,CA,90001,P00304,Auto,2025-04-14,2026-04-14,7328.0,A075,Agent Michael Miller,2025-09-04,51821.0,Pending,Theft,7,Theft,0,143,143,365,7.071643013100437,0.1414098531483375,7,17.29583409898833,0,0,1,1,1,35,VIP,0,1,0,0,1,0.35,35,0
CLM00570,C00398,Joseph Lopez,53.0,Male,74023.45484621797,New York,NY,10001,P00603,Auto,2021-12-31,2022-12-31,38422.0,A054,Agent Christopher Rodriguez,2022-11-24,81600.0,Pending,Theft,7,Theft,0,328,328,365,2.1237832491801574,0.4708578431372549,4,19.689081231668617,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00571,C00179,Robert Smith,40.0,Male,87514.13626623238,Los Angeles,CA,90001,P00644,Auto,2025-01-03,2026-01-03,50646.0,A001,Agent Thomas Jones,2025-05-14,147839.0,Approved,Natural Disaster,3,Single Vehicle,0,131,131,365,2.919065671523911,0.342575369151577,6,20.825876789619457,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00572,C00217,Robert Hernandez,42.0,Male,62511.52906943084,Los Angeles,CA,90001,P00539,Auto,2024-06-04,2025-06-04,16295.0,A068,Agent Thomas Johnson,2024-07-25,215934.0,Pending,Natural Disaster,5,Single Vehicle,0,51,51,365,13.251549555078244,0.0754628729148721,4,18.949960411757687,0,0,1,1,1,35,High Value,0,0,0,0,0,0.0,0,0
CLM00573,C00284,Linda Jackson,42.0,Female,60311.58095162935,Los Angeles,CA,90001,P00663,Health,2021-09-08,2022-09-08,65288.0,A077,Agent Sarah Smith,2022-04-28,70747.0,Rejected,Medical Procedure,4,Medical Treatment,0,232,232,365,1.0836141404239676,0.9228377175003888,4,20.48440503984232,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM00574,C00091,Joseph Wilson,28.0,Male,31198.98234811411,Los Angeles,CA,90001,P00987,Auto,2025-04-09,2026-04-09,7889.0,A052,Agent David Garcia,2025-11-06,342293.0,Pending,Natural Disaster,2,Single Vehicle,0,211,211,365,43.38864241348713,0.0230475060839689,4,18.222753142833724,0,0,1,1,0,25,VIP,0,1,0,0,1,0.35,35,0
CLM00575,C00563,William Rodriguez,68.0,Female,43060.77303363344,Chicago,IL,60601,P01072,Home,2025-06-21,2026-06-21,38791.0,A037,Agent Jane Martin,2025-10-05,66563.0,Approved,Fire,2,Fire,0,106,106,365,1.7159392642623288,0.5827712092303532,5,20.137698976303383,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM00576,C00177,Nancy Martin,30.0,Male,16932.1977279257,New York,NY,10001,P01157,Health,2021-09-07,2022-09-07,75965.0,A080,Agent Barbara Thomas,2022-09-03,111306.0,Pending,Medical Procedure,0,Medical Treatment,0,361,361,365,1.465227407358652,0.6824879161949939,7,20.97500026699346,0,0,1,1,0,25,High Fraud Risk,0,1,1,0,1,0.5,50,1
CLM00577,C00341,Jessica Moore,35.0,Female,33538.20413185003,New York,NY,10001,P01014,Home,2025-02-11,2026-02-11,44948.0,A026,Agent Robert Rodriguez,2025-04-13,167556.0,Approved,Fire,4,Fire,0,61,61,365,3.72777431698852,0.2682565828737854,5,19.524264125782903,0,0,1,1,1,35,Regular,0,0,0,0,0,0.0,0,0
CLM00578,C00695,Joseph Jones,69.0,Female,80196.34178685269,Los Angeles,CA,90001,P01177,Home,2025-08-07,2026-08-07,33373.0,A059,Agent Charles Davis,2025-12-17,62492.0,Pending,Fire,3,Fire,0,132,132,365,1.8725316872921225,0.5340363566536517,3,20.321441288372004,0,0,1,1,1,35,Regular,0,0,0,0,0,0.0,0,0
CLM00579,C00421,Karen Smith,34.0,Female,105048.7161068862,New York,NY,10001,P00394,Auto,2021-07-31,2022-07-31,60546.0,A021,Agent Sarah Moore,2022-03-01,309595.0,Pending,Natural Disaster,6,Single Vehicle,0,213,213,365,5.113384864400621,0.1955651738561669,5,20.62742802220272,0,0,1,1,1,35,VIP,0,0,1,0,0,0.15,15,0
CLM00580,C00010,Sarah Lopez,59.0,Female,53503.37232982755,Houston,TX,77001,P01033,Home,2023-03-18,2024-03-17,32229.0,A014,Agent William Garcia,2023-11-01,157582.0,Approved,Fire,0,Fire,0,228,228,365,4.889447392100283,0.2045220900864311,3,21.26812191301449,0,0,1,1,0,25,High Value,0,0,0,0,0,0.0,0,0
